ensembl_gene_id	geneSymbol	description	band
ENSG00000130770	ATP5IF1	ATP synthase inhibitory factor subunit 1 [Source:HGNC Symbol;Acc:HGNC:871]	p35.3
ENSG00000130772	MED18	mediator complex subunit 18 [Source:HGNC Symbol;Acc:HGNC:25944]	p35.3
ENSG00000130775	THEMIS2	thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:HGNC:16839]	p35.3
ENSG00000130939	UBE4B	ubiquitination factor E4B [Source:HGNC Symbol;Acc:HGNC:12500]	p36.22
ENSG00000130940	CASZ1	castor zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:26002]	p36.22
ENSG00000131233	GJA9	gap junction protein alpha 9 [Source:HGNC Symbol;Acc:HGNC:19155]	p34.3
ENSG00000131236	CAP1	cyclase associated actin cytoskeleton regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:20040]	p34.2
ENSG00000131238	PPT1	palmitoyl-protein thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:9325]	p34.2
ENSG00000131584	ACAP3	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:HGNC Symbol;Acc:HGNC:16754]	p36.33
ENSG00000131591	C1orf159	chromosome 1 open reading frame 159 [Source:HGNC Symbol;Acc:HGNC:26062]	p36.33
ENSG00000131686	CA6	carbonic anhydrase 6 [Source:HGNC Symbol;Acc:HGNC:1380]	p36.23
ENSG00000131697	NPHP4	nephrocystin 4 [Source:HGNC Symbol;Acc:HGNC:19104]	p36.31
ENSG00000131778	CHD1L	chromodomain helicase DNA binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:1916]	q21.1
ENSG00000131779	PEX11B	peroxisomal biogenesis factor 11 beta [Source:HGNC Symbol;Acc:HGNC:8853]	q21.1
ENSG00000131781	FMO5	flavin containing dimethylaniline monoxygenase 5 [Source:HGNC Symbol;Acc:HGNC:3773]	q21.1
ENSG00000131788	PIAS3	protein inhibitor of activated STAT 3 [Source:HGNC Symbol;Acc:HGNC:16861]	q21.1
ENSG00000131791	PRKAB2	protein kinase AMP-activated non-catalytic subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:9379]	q21.1
ENSG00000131910	NR0B2	nuclear receptor subfamily 0 group B member 2 [Source:HGNC Symbol;Acc:HGNC:7961]	p36.11
ENSG00000131914	LIN28A	lin-28 homolog A [Source:HGNC Symbol;Acc:HGNC:15986]	p36.11
ENSG00000132031	MATN3	matrilin 3 [Source:HGNC Symbol;Acc:HGNC:6909]	p24.1
ENSG00000132122	SPATA6	spermatogenesis associated 6 [Source:HGNC Symbol;Acc:HGNC:18309]	p33
ENSG00000132128	LRRC41	leucine rich repeat containing 41 [Source:HGNC Symbol;Acc:HGNC:16917]	p33
ENSG00000132185	FCRLA	Fc receptor like A [Source:HGNC Symbol;Acc:HGNC:18504]	q23.3
ENSG00000132196	HSD17B7	hydroxysteroid 17-beta dehydrogenase 7 [Source:HGNC Symbol;Acc:HGNC:5215]	q23.3
ENSG00000132300	PTCD3	pentatricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:24717]	p11.2
ENSG00000132305	IMMT	inner membrane mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:6047]	p11.2
ENSG00000132313	MRPL35	mitochondrial ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:14489]	p11.2
ENSG00000132485	ZRANB2	zinc finger RANBP2-type containing 2 [Source:HGNC Symbol;Acc:HGNC:13058]	p31.1
ENSG00000132676	DAP3	death associated protein 3 [Source:HGNC Symbol;Acc:HGNC:2673]	q22
ENSG00000132677	RHBG	Rh family B glycoprotein [Source:HGNC Symbol;Acc:HGNC:14572]	q22
ENSG00000132680	KHDC4	KH domain containing 4, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:29145]	q22
ENSG00000132681	ATP1A4	ATPase Na+/K+ transporting subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:14073]	q23.2
ENSG00000132688	NES	nestin [Source:HGNC Symbol;Acc:HGNC:7756]	q23.1
ENSG00000132692	BCAN	brevican [Source:HGNC Symbol;Acc:HGNC:23059]	q23.1
ENSG00000132693	CRP	C-reactive protein [Source:HGNC Symbol;Acc:HGNC:2367]	q23.2
ENSG00000132694	ARHGEF11	Rho guanine nucleotide exchange factor 11 [Source:HGNC Symbol;Acc:HGNC:14580]	q23.1
ENSG00000132698	RAB25	RAB25, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18238]	q22
ENSG00000132702	HAPLN2	hyaluronan and proteoglycan link protein 2 [Source:HGNC Symbol;Acc:HGNC:17410]	q23.1
ENSG00000132703	APCS	amyloid P component, serum [Source:HGNC Symbol;Acc:HGNC:584]	q23.2
ENSG00000132704	FCRL2	Fc receptor like 2 [Source:HGNC Symbol;Acc:HGNC:14875]	q23.1
ENSG00000132716	DCAF8	DDB1 and CUL4 associated factor 8 [Source:HGNC Symbol;Acc:HGNC:24891]	q23.2
ENSG00000132718	SYT11	synaptotagmin 11 [Source:HGNC Symbol;Acc:HGNC:19239]	q22
ENSG00000132763	MMACHC	metabolism of cobalamin associated C [Source:HGNC Symbol;Acc:HGNC:24525]	p34.1
ENSG00000132768	DPH2	diphthamide biosynthesis 2 [Source:HGNC Symbol;Acc:HGNC:3004]	p34.1
ENSG00000132773	TOE1	target of EGR1, exonuclease [Source:HGNC Symbol;Acc:HGNC:15954]	p34.1
ENSG00000132780	NASP	nuclear autoantigenic sperm protein [Source:HGNC Symbol;Acc:HGNC:7644]	p34.1
ENSG00000132781	MUTYH	mutY DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:7527]	p34.1
ENSG00000132849	PATJ	PATJ crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:28881]	p31.3
ENSG00000132854	KANK4	KN motif and ankyrin repeat domains 4 [Source:HGNC Symbol;Acc:HGNC:27263]	p31.3
ENSG00000132855	ANGPTL3	angiopoietin like 3 [Source:HGNC Symbol;Acc:HGNC:491]	p31.3
ENSG00000132879	FBXO44	F-box protein 44 [Source:HGNC Symbol;Acc:HGNC:24847]	p36.22
ENSG00000132881	CPLANE2	ciliogenesis and planar polarity effector 2 [Source:HGNC Symbol;Acc:HGNC:28127]	p36.13
ENSG00000132906	CASP9	caspase 9 [Source:HGNC Symbol;Acc:HGNC:1511]	p36.21
ENSG00000133019	CHRM3	cholinergic receptor muscarinic 3 [Source:HGNC Symbol;Acc:HGNC:1952]	q43
ENSG00000133048	CHI3L1	chitinase 3 like 1 [Source:HGNC Symbol;Acc:HGNC:1932]	q32.1
ENSG00000133055	MYBPH	myosin binding protein H [Source:HGNC Symbol;Acc:HGNC:7552]	q32.1
ENSG00000133056	PIK3C2B	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta [Source:HGNC Symbol;Acc:HGNC:8972]	q32.1
ENSG00000133059	DSTYK	dual serine/threonine and tyrosine protein kinase [Source:HGNC Symbol;Acc:HGNC:29043]	q32.1
ENSG00000133063	CHIT1	chitinase 1 [Source:HGNC Symbol;Acc:HGNC:1936]	q32.1
ENSG00000133065	SLC41A1	solute carrier family 41 member 1 [Source:HGNC Symbol;Acc:HGNC:19429]	q32.1
ENSG00000133067	LGR6	leucine rich repeat containing G protein-coupled receptor 6 [Source:HGNC Symbol;Acc:HGNC:19719]	q32.1
ENSG00000133069	TMCC2	transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]	q32.1
ENSG00000133216	EPHB2	EPH receptor B2 [Source:HGNC Symbol;Acc:HGNC:3393]	p36.12
ENSG00000133226	SRRM1	serine and arginine repetitive matrix 1 [Source:HGNC Symbol;Acc:HGNC:16638]	p36.11
ENSG00000134183	GNAT2	G protein subunit alpha transducin 2 [Source:HGNC Symbol;Acc:HGNC:4394]	p13.3
ENSG00000134184	GSTM1	glutathione S-transferase mu 1 [Source:HGNC Symbol;Acc:HGNC:4632]	p13.3
ENSG00000134186	PRPF38B	pre-mRNA processing factor 38B [Source:HGNC Symbol;Acc:HGNC:25512]	p13.3
ENSG00000134193	REG4	regenerating family member 4 [Source:HGNC Symbol;Acc:HGNC:22977]	p12
ENSG00000134198	TSPAN2	tetraspanin 2 [Source:HGNC Symbol;Acc:HGNC:20659]	p13.2
ENSG00000134200	TSHB	thyroid stimulating hormone subunit beta [Source:HGNC Symbol;Acc:HGNC:12372]	p13.2
ENSG00000134201	GSTM5	glutathione S-transferase mu 5 [Source:HGNC Symbol;Acc:HGNC:4637]	p13.3
ENSG00000134202	GSTM3	glutathione S-transferase mu 3 [Source:HGNC Symbol;Acc:HGNC:4635]	p13.3
ENSG00000134207	SYT6	synaptotagmin 6 [Source:HGNC Symbol;Acc:HGNC:18638]	p13.2
ENSG00000134215	VAV3	vav guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:12659]	p13.3
ENSG00000134216	CHIA	chitinase acidic [Source:HGNC Symbol;Acc:HGNC:17432]	p13.2
ENSG00000134222	PSRC1	proline and serine rich coiled-coil 1 [Source:HGNC Symbol;Acc:HGNC:24472]	p13.3
ENSG00000134240	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2 [Source:HGNC Symbol;Acc:HGNC:5008]	p12
ENSG00000134242	PTPN22	protein tyrosine phosphatase non-receptor type 22 [Source:HGNC Symbol;Acc:HGNC:9652]	p13.2
ENSG00000134243	SORT1	sortilin 1 [Source:HGNC Symbol;Acc:HGNC:11186]	p13.3
ENSG00000134245	WNT2B	Wnt family member 2B [Source:HGNC Symbol;Acc:HGNC:12781]	p13.2
ENSG00000134247	PTGFRN	prostaglandin F2 receptor inhibitor [Source:HGNC Symbol;Acc:HGNC:9601]	p13.1
ENSG00000134248	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 [Source:HGNC Symbol;Acc:HGNC:17955]	p13.3
ENSG00000134249	ADAM30	ADAM metallopeptidase domain 30 [Source:HGNC Symbol;Acc:HGNC:208]	p12
ENSG00000134250	NOTCH2	notch receptor 2 [Source:HGNC Symbol;Acc:HGNC:7882]	p12
ENSG00000134253	TRIM45	tripartite motif containing 45 [Source:HGNC Symbol;Acc:HGNC:19018]	p13.1
ENSG00000134255	CEPT1	choline/ethanolamine phosphotransferase 1 [Source:HGNC Symbol;Acc:HGNC:24289]	p13.3
ENSG00000134256	CD101	CD101 molecule [Source:HGNC Symbol;Acc:HGNC:5949]	p13.1
ENSG00000134258	VTCN1	V-set domain containing T cell activation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28873]	p12
ENSG00000134259	NGF	nerve growth factor [Source:HGNC Symbol;Acc:HGNC:7808]	p13.2
ENSG00000134262	AP4B1	adaptor related protein complex 4 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:572]	p13.2
ENSG00000134308	YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:HGNC Symbol;Acc:HGNC:12854]	p25.1
ENSG00000134313	KIDINS220	kinase D interacting substrate 220 [Source:HGNC Symbol;Acc:HGNC:29508]	p25.1
ENSG00000134317	GRHL1	grainyhead like transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:17923]	p25.1
ENSG00000134318	ROCK2	Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]	p25.1
ENSG00000134321	RSAD2	radical S-adenosyl methionine domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30908]	p25.2
ENSG00000134323	MYCN	MYCN proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7559]	p24.3
ENSG00000134324	LPIN1	lipin 1 [Source:HGNC Symbol;Acc:HGNC:13345]	p25.1
ENSG00000134326	CMPK2	cytidine/uridine monophosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:27015]	p25.2
ENSG00000134330	IAH1	isoamyl acetate hydrolyzing esterase 1 (putative) [Source:HGNC Symbol;Acc:HGNC:27696]	p25.1
ENSG00000134365	CFHR4	complement factor H related 4 [Source:HGNC Symbol;Acc:HGNC:16979]	q31.3
ENSG00000134369	NAV1	neuron navigator 1 [Source:HGNC Symbol;Acc:HGNC:15989]	q32.1
ENSG00000134371	CDC73	cell division cycle 73 [Source:HGNC Symbol;Acc:HGNC:16783]	q31.2
ENSG00000134375	TIMM17A	translocase of inner mitochondrial membrane 17A [Source:HGNC Symbol;Acc:HGNC:17315]	q32.1
ENSG00000134376	CRB1	crumbs cell polarity complex component 1 [Source:HGNC Symbol;Acc:HGNC:2343]	q31.3
ENSG00000134389	CFHR5	complement factor H related 5 [Source:HGNC Symbol;Acc:HGNC:24668]	q31.3
ENSG00000134644	PUM1	pumilio RNA binding family member 1 [Source:HGNC Symbol;Acc:HGNC:14957]	p35.2
ENSG00000134668	SPOCD1	SPOC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26338]	p35.2
ENSG00000134684	YARS1	tyrosyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12840]	p35.1
ENSG00000134686	PHC2	polyhomeotic homolog 2 [Source:HGNC Symbol;Acc:HGNC:3183]	p35.1
ENSG00000134690	CDCA8	cell division cycle associated 8 [Source:HGNC Symbol;Acc:HGNC:14629]	p34.3
ENSG00000134697	GNL2	G protein nucleolar 2 [Source:HGNC Symbol;Acc:HGNC:29925]	p34.3
ENSG00000134698	AGO4	argonaute RISC component 4 [Source:HGNC Symbol;Acc:HGNC:18424]	p34.3
ENSG00000134709	HOOK1	hook microtubule tethering protein 1 [Source:HGNC Symbol;Acc:HGNC:19884]	p32.1
ENSG00000134716	CYP2J2	cytochrome P450 family 2 subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:2634]	p32.1
ENSG00000134717	BTF3L4	basic transcription factor 3 like 4 [Source:HGNC Symbol;Acc:HGNC:30547]	p32.3
ENSG00000134744	TUT4	terminal uridylyl transferase 4 [Source:HGNC Symbol;Acc:HGNC:28981]	p32.3
ENSG00000134748	PRPF38A	pre-mRNA processing factor 38A [Source:HGNC Symbol;Acc:HGNC:25930]	p32.3
ENSG00000135617	PRADC1	protease associated domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16047]	p13.2
ENSG00000135622	SEMA4F	ssemaphorin 4F [Source:HGNC Symbol;Acc:HGNC:10734]	p13.1
ENSG00000135624	CCT7	chaperonin containing TCP1 subunit 7 [Source:HGNC Symbol;Acc:HGNC:1622]	p13.2
ENSG00000135625	EGR4	early growth response 4 [Source:HGNC Symbol;Acc:HGNC:3241]	p13.2
ENSG00000135631	RAB11FIP5	RAB11 family interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:24845]	p13.2
ENSG00000135632	SMYD5	SMYD family member 5 [Source:HGNC Symbol;Acc:HGNC:16258]	p13.2
ENSG00000135636	DYSF	dysferlin [Source:HGNC Symbol;Acc:HGNC:3097]	p13.2
ENSG00000135637	CCDC142	coiled-coil domain containing 142 [Source:HGNC Symbol;Acc:HGNC:25889]	p13.1
ENSG00000135638	EMX1	empty spiracles homeobox 1 [Source:HGNC Symbol;Acc:HGNC:3340]	p13.2
ENSG00000135744	AGT	angiotensinogen [Source:HGNC Symbol;Acc:HGNC:333]	q42.2
ENSG00000135747	ZNF670-ZNF695	ZNF670-ZNF695 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:49200]	q44
ENSG00000135749	PCNX2	pecanex 2 [Source:HGNC Symbol;Acc:HGNC:8736]	q42.2
ENSG00000135750	KCNK1	potassium two pore domain channel subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:6272]	q42.2
ENSG00000135763	URB2	URB2 ribosome biogenesis homolog [Source:HGNC Symbol;Acc:HGNC:28967]	q42.13
ENSG00000135766	EGLN1	egl-9 family hypoxia inducible factor 1 [Source:HGNC Symbol;Acc:HGNC:1232]	q42.2
ENSG00000135773	CAPN9	calpain 9 [Source:HGNC Symbol;Acc:HGNC:1486]	q42.2
ENSG00000135775	COG2	component of oligomeric golgi complex 2 [Source:HGNC Symbol;Acc:HGNC:6546]	q42.2
ENSG00000135776	ABCB10	ATP binding cassette subfamily B member 10 [Source:HGNC Symbol;Acc:HGNC:41]	q42.13
ENSG00000135778	NTPCR	nucleoside-triphosphatase, cancer-related [Source:HGNC Symbol;Acc:HGNC:28204]	q42.2
ENSG00000135801	TAF5L	TATA-box binding protein associated factor 5 like [Source:HGNC Symbol;Acc:HGNC:17304]	q42.13
ENSG00000135821	GLUL	glutamate-ammonia ligase [Source:HGNC Symbol;Acc:HGNC:4341]	q25.3
ENSG00000135823	STX6	syntaxin 6 [Source:HGNC Symbol;Acc:HGNC:11441]	q25.3
ENSG00000135824	RGS8	regulator of G protein signaling 8 [Source:HGNC Symbol;Acc:HGNC:16810]	q25.3
ENSG00000135828	RNASEL	ribonuclease L [Source:HGNC Symbol;Acc:HGNC:10050]	q25.3
ENSG00000135829	DHX9	DExH-box helicase 9 [Source:HGNC Symbol;Acc:HGNC:2750]	q25.3
ENSG00000135835	KIAA1614	KIAA1614 [Source:HGNC Symbol;Acc:HGNC:29327]	q25.3
ENSG00000135837	CEP350	centrosomal protein 350 [Source:HGNC Symbol;Acc:HGNC:24238]	q25.2
ENSG00000135838	NPL	N-acetylneuraminate pyruvate lyase [Source:HGNC Symbol;Acc:HGNC:16781]	q25.3
ENSG00000135842	NIBAN1	niban apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:16784]	q25.3
ENSG00000135845	PIGC	phosphatidylinositol glycan anchor biosynthesis class C [Source:HGNC Symbol;Acc:HGNC:8960]	q24.3
ENSG00000135862	LAMC1	laminin subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:6492]	q25.3
ENSG00000135870	RC3H1	ring finger and CCCH-type domains 1 [Source:HGNC Symbol;Acc:HGNC:29434]	q25.1
ENSG00000135940	COX5B	cytochrome c oxidase subunit 5B [Source:HGNC Symbol;Acc:HGNC:2269]	q11.2
ENSG00000135945	REV1	REV1 DNA directed polymerase [Source:HGNC Symbol;Acc:HGNC:14060]	q11.2
ENSG00000135951	TSGA10	testis specific 10 [Source:HGNC Symbol;Acc:HGNC:14927]	q11.2
ENSG00000135953	MFSD9	major facilitator superfamily domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28158]	q12.1
ENSG00000135956	TMEM127	transmembrane protein 127 [Source:HGNC Symbol;Acc:HGNC:26038]	q11.2
ENSG00000135960	EDAR	ectodysplasin A receptor [Source:HGNC Symbol;Acc:HGNC:2895]	q13
ENSG00000135966	TGFBRAP1	transforming growth factor beta receptor associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16836]	q12.2
ENSG00000135968	GCC2	GRIP and coiled-coil domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23218]	q12.3
ENSG00000135972	MRPS9	mitochondrial ribosomal protein S9 [Source:HGNC Symbol;Acc:HGNC:14501]	q12.1
ENSG00000135973	GPR45	G protein-coupled receptor 45 [Source:HGNC Symbol;Acc:HGNC:4503]	q12.1
ENSG00000135974	C2orf49	chromosome 2 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28772]	q12.2
ENSG00000135976	ANKRD36	ankyrin repeat domain 36 [Source:HGNC Symbol;Acc:HGNC:24079]	q11.2
ENSG00000135999	EPC2	enhancer of polycomb homolog 2 [Source:HGNC Symbol;Acc:HGNC:24543]	q23.1
ENSG00000136002	ARHGEF4	Rho guanine nucleotide exchange factor 4 [Source:HGNC Symbol;Acc:HGNC:684]	q21.1
ENSG00000136531	SCN2A	sodium voltage-gated channel alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:10588]	q24.3
ENSG00000136535	TBR1	T-box brain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11590]	q24.2
ENSG00000136536	MARCHF7	membrane associated ring-CH-type finger 7 [Source:HGNC Symbol;Acc:HGNC:17393]	q24.2
ENSG00000136541	ERMN	ermin [Source:HGNC Symbol;Acc:HGNC:29208]	q24.1
ENSG00000136542	GALNT5	polypeptide N-acetylgalactosaminyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:4127]	q24.1
ENSG00000136546	SCN7A	sodium voltage-gated channel alpha subunit 7 [Source:HGNC Symbol;Acc:HGNC:10594]	q24.3
ENSG00000136560	TANK	TRAF family member associated NFKB activator [Source:HGNC Symbol;Acc:HGNC:11562]	q24.2
ENSG00000136628	EPRS1	glutamyl-prolyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:3418]	q41
ENSG00000136630	HLX	H2.0 like homeobox [Source:HGNC Symbol;Acc:HGNC:4978]	q41
ENSG00000136631	VPS45	vacuolar protein sorting 45 homolog [Source:HGNC Symbol;Acc:HGNC:14579]	q21.2
ENSG00000136634	IL10	interleukin 10 [Source:HGNC Symbol;Acc:HGNC:5962]	q32.1
ENSG00000136636	KCTD3	potassium channel tetramerization domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21305]	q41
ENSG00000136643	RPS6KC1	ribosomal protein S6 kinase C1 [Source:HGNC Symbol;Acc:HGNC:10439]	q32.3
ENSG00000136682	CBWD2	COBW domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17907]	q14.1
ENSG00000136688	IL36G	interleukin 36 gamma [Source:HGNC Symbol;Acc:HGNC:15741]	q14.1
ENSG00000136689	IL1RN	interleukin 1 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:6000]	q14.1
ENSG00000136694	IL36A	interleukin 36 alpha [Source:HGNC Symbol;Acc:HGNC:15562]	q14.1
ENSG00000136695	IL36RN	interleukin 36 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:15561]	q14.1
ENSG00000136696	IL36B	interleukin 36 beta [Source:HGNC Symbol;Acc:HGNC:15564]	q14.1
ENSG00000136697	IL1F10	interleukin 1 family member 10 [Source:HGNC Symbol;Acc:HGNC:15552]	q14.1
ENSG00000136698	CFC1	cripto, FRL-1, cryptic family 1 [Source:HGNC Symbol;Acc:HGNC:18292]	q21.1
ENSG00000136699	SMPD4	sphingomyelin phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:32949]	q21.1
ENSG00000136709	WDR33	WD repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:25651]	q14.3
ENSG00000136710	CCDC115	coiled-coil domain containing 115 [Source:HGNC Symbol;Acc:HGNC:28178]	q21.1
ENSG00000136715	SAP130	Sin3A associated protein 130 [Source:HGNC Symbol;Acc:HGNC:29813]	q14.3
ENSG00000136717	BIN1	bridging integrator 1 [Source:HGNC Symbol;Acc:HGNC:1052]	q14.3
ENSG00000136718	IMP4	IMP U3 small nucleolar ribonucleoprotein 4 [Source:HGNC Symbol;Acc:HGNC:30856]	q21.1
ENSG00000136720	HS6ST1	heparan sulfate 6-O-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5201]	q14.3
ENSG00000136731	UGGT1	UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15663]	q14.3
ENSG00000136732	GYPC	glycophorin C (Gerbich blood group) [Source:HGNC Symbol;Acc:HGNC:4704]	q14.3
ENSG00000137936	BCAR3	BCAR3 adaptor protein, NSP family member [Source:HGNC Symbol;Acc:HGNC:973]	p22.1
ENSG00000137941	TTLL7	tubulin tyrosine ligase like 7 [Source:HGNC Symbol;Acc:HGNC:26242]	p31.1
ENSG00000137942	FNBP1L	formin binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:20851]	p22.1
ENSG00000137944	KYAT3	kynurenine aminotransferase 3 [Source:HGNC Symbol;Acc:HGNC:33238]	p22.2
ENSG00000137947	GTF2B	general transcription factor IIB [Source:HGNC Symbol;Acc:HGNC:4648]	p22.2
ENSG00000137948	BRDT	bromodomain testis associated [Source:HGNC Symbol;Acc:HGNC:1105]	p22.1
ENSG00000137955	RABGGTB	Rab geranylgeranyltransferase subunit beta [Source:HGNC Symbol;Acc:HGNC:9796]	p31.1
ENSG00000137959	IFI44L	interferon induced protein 44 like [Source:HGNC Symbol;Acc:HGNC:17817]	p31.1
ENSG00000137960	GIPC2	GIPC PDZ domain containing family member 2 [Source:HGNC Symbol;Acc:HGNC:18177]	p31.1
ENSG00000137962	ARHGAP29	Rho GTPase activating protein 29 [Source:HGNC Symbol;Acc:HGNC:30207]	p22.1
ENSG00000137965	IFI44	interferon induced protein 44 [Source:HGNC Symbol;Acc:HGNC:16938]	p31.1
ENSG00000137968	SLC44A5	solute carrier family 44 member 5 [Source:HGNC Symbol;Acc:HGNC:28524]	p31.1
ENSG00000137975	CLCA2	chloride channel accessory 2 [Source:HGNC Symbol;Acc:HGNC:2016]	p22.3
ENSG00000137976	DNASE2B	deoxyribonuclease 2 beta [Source:HGNC Symbol;Acc:HGNC:28875]	p31.1
ENSG00000137992	DBT	dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol;Acc:HGNC:2698]	p21.2
ENSG00000137996	RTCA	RNA 3'-terminal phosphate cyclase [Source:HGNC Symbol;Acc:HGNC:17981]	p21.2
ENSG00000138002	IFT172	intraflagellar transport 172 [Source:HGNC Symbol;Acc:HGNC:30391]	p23.3
ENSG00000138018	SELENOI	selenoprotein I [Source:HGNC Symbol;Acc:HGNC:29361]	p23.3
ENSG00000138028	CGREF1	cell growth regulator with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:16962]	p23.3
ENSG00000138029	HADHB	hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta [Source:HGNC Symbol;Acc:HGNC:4803]	p23.3
ENSG00000138030	KHK	ketohexokinase [Source:HGNC Symbol;Acc:HGNC:6315]	p23.3
ENSG00000138031	ADCY3	adenylate cyclase 3 [Source:HGNC Symbol;Acc:HGNC:234]	p23.3
ENSG00000138032	PPM1B	protein phosphatase, Mg2+/Mn2+ dependent 1B [Source:HGNC Symbol;Acc:HGNC:9276]	p21
ENSG00000138035	PNPT1	polyribonucleotide nucleotidyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23166]	p16.1
ENSG00000138036	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:24595]	p21
ENSG00000138039	LHCGR	luteinizing hormone/choriogonadotropin receptor [Source:HGNC Symbol;Acc:HGNC:6585]	p16.3
ENSG00000138050	THUMPD2	THUMP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14890]	p22.1
ENSG00000138061	CYP1B1	cytochrome P450 family 1 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2597]	p22.2
ENSG00000138068	SULT6B1	sulfotransferase family 6B member 1 [Source:HGNC Symbol;Acc:HGNC:33433]	p22.2
ENSG00000138069	RAB1A	RAB1A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9758]	p14
ENSG00000138071	ACTR2	actin related protein 2 [Source:HGNC Symbol;Acc:HGNC:169]	p14
ENSG00000138073	PREB	prolactin regulatory element binding [Source:HGNC Symbol;Acc:HGNC:9356]	p23.3
ENSG00000138074	SLC5A6	solute carrier family 5 member 6 [Source:HGNC Symbol;Acc:HGNC:11041]	p23.3
ENSG00000138075	ABCG5	ATP binding cassette subfamily G member 5 [Source:HGNC Symbol;Acc:HGNC:13886]	p21
ENSG00000138078	PREPL	prolyl endopeptidase like [Source:HGNC Symbol;Acc:HGNC:30228]	p21
ENSG00000138079	SLC3A1	solute carrier family 3 member 1 [Source:HGNC Symbol;Acc:HGNC:11025]	p21
ENSG00000138080	EMILIN1	elastin microfibril interfacer 1 [Source:HGNC Symbol;Acc:HGNC:19880]	p23.3
ENSG00000138081	FBXO11	F-box protein 11 [Source:HGNC Symbol;Acc:HGNC:13590]	p16.3
ENSG00000138083	SIX3	SIX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:10889]	p21
ENSG00000138085	ATRAID	all-trans retinoic acid induced differentiation factor [Source:HGNC Symbol;Acc:HGNC:24090]	p23.3
